sample	population	population_proportion	who_id	strain_code	clioc_id	other_id1	other_id2	source_geographic_region	country_code	source_country	source_state_or_region	source_town	host_code	host_species	coverage	coverage_rounded	...16	host_species_clean
SRR7970029	LI6	0.97997	MHOM/BR/NA/MG19A	MG19A	NA	SRR7970029	MG19A	Americas	BR	Brazil	Minas Gerais	NA	MHOM	Homo sapiens	4.74e-4	0	NA	Human
SRR7970030	LI10	0.971873	MHOM/BR/NA/PI01A	PI01A	NA	SRR7970030	PI01A	Americas	BR	Brazil	Piauí	NA	MHOM	Homo sapiens	0	0	NA	Human
SRR7970031	LI12	0.99988	MHOM/BR/NA/PI04A	PI04A	NA	SRR7970031	PI04A	Americas	BR	Brazil	Piauí	NA	MHOM	Homo sapiens	3.66493247416894	4	NA	Human
SRR7970034	LI12	0.953417	MHOM/BR/NA/PI09A	PI09A	NA	SRR7970034	PI09A	Americas	BR	Brazil	Piauí	NA	MHOM	Homo sapiens	3.74259923803045	4	NA	Human
SRR7970036	LI12	0.909021	MHOM/BR/NA/PI07A	PI07A	NA	SRR7970036	PI07A	Americas	BR	Brazil	Piauí	NA	MHOM	Homo sapiens	4.03172165328683	4	NA	Human
SRR10478767	LI2	0.99988	MHOM/BR/NA/P2492	P2492	NA	SRR10478767	P2492	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.12407554631198	2	NA	NA
SRR10478771	LI2	0.99988	MHOM/BR/NA/P2008	P2008	NA	SRR10478771	P2008	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.15379700438281	4	NA	NA
SRR10478772	LI2	0.99988	MHOM/BR/NA/P1801	P1801	NA	SRR10478772	P1801	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.51719460539589	3	NA	NA
SRR10478773	LI2	0.942817	MHOM/BR/NA/P1798	P1798	NA	SRR10478773	P1798	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0	0	NA	NA
SRR10478774	LI2	0.99988	MHOM/BR/NA/P1689	P1689	NA	SRR10478774	P1689	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR10478775	LI2	0.97394	MHOM/BR/NA/P1661	P1661	NA	SRR10478775	P1661	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0.0012481203845597	0	NA	NA
SRR10478777	LI2	0.99988	MHOM/BR/NA/P3171	P3171	NA	SRR10478777	P3171	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.24778164129886	4	NA	NA
SRR10478778	LI2	0.942531	MHOM/BR/NA/P3170	P3170	NA	SRR10478778	P3170	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.91711183052912	3	NA	NA
SRR10478779	LI2	0.99988	MHOM/BR/NA/P3169	P3169	NA	SRR10478779	P3169	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0	0	NA	NA
SRR10478781	LI2	0.99988	MHOM/BR/NA/P3153	P3153	NA	SRR10478781	P3153	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.20821251036671	4	NA	NA
SRR10478782	LI2	0.99988	MHOM/BR/NA/P3151	P3151	NA	SRR10478782	P3151	Americas	BR	Brazil	Piauí	NA	MHOM	NA	2.06116291984121	2	NA	NA
SRR10478783	LI2	0.99988	MHOM/BR/NA/P3149	P3149	NA	SRR10478783	P3149	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	4.26832870875802	4	NA	NA
SRR10478784	LI2	0.99988	MHOM/BR/NA/P3148	P3148	NA	SRR10478784	P3148	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	4.08503611903096	4	NA	NA
SRR10478786	LI2	0.99988	MHOM/BR/NA/P3130	P3130	NA	SRR10478786	P3130	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.19370180712115	4	NA	NA
SRR10478787	LI2	0.99988	MHOM/BR/NA/P1255	P1255	NA	SRR10478787	P1255	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR10478789	LI2	0.99988	MHOM/BR/NA/P3113	P3113	NA	SRR10478789	P3113	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.41996268843212	2	NA	NA
SRR10478790	LI2	0.99988	MHOM/BR/NA/P3097	P3097	NA	SRR10478790	P3097	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0.0595868844606802	0	NA	NA
SRR10478792	LI2	0.99988	MHOM/BR/NA/P2914	P2914	NA	SRR10478792	P2914	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.00371329531056	2	NA	NA
SRR10478793	LI2	0.99988	MHOM/BR/NA/P2765	P2765	NA	SRR10478793	P2765	Americas	BR	Brazil	Piauí	NA	MHOM	NA	3.96286947792466	4	NA	NA
SRR10478795	LI2	0.99988	MHOM/BR/NA/P2527	P2527	NA	SRR10478795	P2527	Americas	BR	Brazil	Piauí	NA	MHOM	NA	9.85e-4	0	NA	NA
SRR10478796	LI2	0.99988	MHOM/BR/NA/P2525	P2525	NA	SRR10478796	P2525	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR12506670	LI9	0.99988	MCAN/BR/2009/PATETA	PATETA	IOCL 3136	SRR12506670	Del_MT_3136	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506671	LI11	0.964987	MCAN/BR/2010/CA4	CA4	IOCL 3381	SRR12506671	Del_MG_3381	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0.0843741434402872	0	NA	NA
SRR12506672	LI11	0.995073	MCAN/BR/2010/CA3	CA3	IOCL 3380	SRR12506672	Del_MG_3380	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0	0	NA	NA
SRR12506673	LI11	0.999876	MCAN/BR/2010/CA2	CA2	IOCL 3379	SRR12506673	Del_MG_3379	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0	0	NA	NA
SRR12506677	LI12	0.99988	MHOM/BR/2005/742EMS	742EMS	IOCL 2972	SRR12506677	NonDel_PI_2972	Americas	BR	Brazil	Piauí	NA	MHOM	Human	3.83041602068622	4	NA	Human
SRR12506678	LI9	0.99988	MCAN/BR/2010/CALSITO-I	CALSITO-I	IOCL 3210	SRR12506678	NonDel_MT_3210	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	3.94287578604473	4	NA	NA
SRR12506679	LI5	0.99988	MCAN/BR/2007/CG-2	CG-2	IOCL 3035	SRR12506679	NonDel_MS_3035	Americas	BR	Brazil	Mato Grosso do Sul	NA	MCAN	NA	4.3710259398401	4	NA	NA
SRR12506680	LI5	0.99988	MHOM/BR/2007/ARL	ARL	IOCL 2935	SRR12506680	NonDel_MS_2935	Europe	BR	Spain	Madrid	NA	MHOM	NA	3.65710469861086	4	NA	NA
SRR12506681	LI5	0.99988	MHOM/BR/2003/phufms-155	phufms-155	IOCL 2702	SRR12506681	NonDel_MS_2702	Americas	BR	Brazil	Mato Grosso do Sul	NA	MHOM	NA	3.82509314721714	4	NA	NA
SRR12506684	LI5	0.99988	MCAN/BR/2002/LVV-140	LVV-140	IOCL 2669	SRR12506684	NonDel_MS_2669	Americas	BR	Brazil	Mato Grosso do Sul	NA	MCAN	NA	3.59818628693556	4	NA	NA
SRR12506685	LI5	0.999879	MCAN/BR/2002/LVV-139	LVV-139	IOCL 2668	SRR12506685	NonDel_MS_2668	Americas	BR	Brazil	Mato Grosso do Sul	Três Lagoas	MCAN	Dog	3.34201824833948	3	NA	Dog
SRR12506686	LI5	0.99988	MCAN/BR/2002/LVV-137	LVV-137	IOCL 2666	SRR12506686	NonDel_MS_2666	Americas	BR	Brazil	Mato Grosso do Sul	Três Lagoas	MCAN	Dog	4.66446014644346	4	NA	Dog
SRR12506688	LI5	0.999877	MCAN/BR/2002/LVV-135	LVV-135	IOCL 2664	SRR12506688	NonDel_MS_2664	Americas	BR	Brazil	Mato Grosso do Sul	Campo Grande	MCAN	Dog	3.86875748991947	4	NA	Dog
SRR12506689	LI5	0.99988	MCAN/BR/2003/HUGER	HUGER	IOCL 2569	SRR12506689	NonDel_MS_2569	Americas	BR	Brazil	Mato Grosso do Sul	NA	MCAN	NA	3.29478738705445	3	NA	NA
SRR12506692	LI9	0.99988	MCAN/BR/2010/GUG	GUG	IOCL 3224	SRR12506692	HTZ_MT_3224	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	1.86011607452689	2	NA	NA
SRR12506693	LI9	0.99988	MCAN/BR/2009/SOL	SOL	IOCL 3137	SRR12506693	HTZ_MT_3137	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	2.26352858267712	2	NA	NA
SRR12506694	LI1	0.954141	MCAN/BR/2008/CP-18	CP-18	IOCL 3068	SRR12506694	Del_ES_3068	Americas	BR	Brazil	Espírito Santo	NA	MCAN	NA	0	0	NA	NA
SRR12506695	LI9	0.99988	MCAN/BR/2009/GRANDÃO-II	GRANDÃO-II	IOCL 3135	SRR12506695	HTZ_MT_3135	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	1.48762554110653	1	NA	NA
SRR12506696	LI9	0.99988	MCAN/BR/2009/GRANDÃO-I	GRANDÃO-I	IOCL 3134	SRR12506696	HTZ_MT_3134	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	1.80802188061685	2	NA	NA
SRR12506698	LI11	0.99988	MCAN/BR/2009/CLV22	CLV22	IOCL 3256	SRR12506698	Del_SP_3256	Americas	BR	Brazil	São Paulo	NA	MCAN	NA	0	0	NA	NA
SRR12506699	LI11	0.990328	MCAN/BR/2009/CLV9	CLV9	IOCL 3250	SRR12506699	Del_SP_3250	Americas	BR	Brazil	São Paulo	Embu das Artes	MCAN	Dog	0	0	NA	Dog
SRR12506701	LI10	0.99987	MCAN/BR/2011/PV-128	PV-128	IOCL 3335	SRR12506701	Del_RN_3335	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506703	LI10	0.99988	MCAN/BR/2010/PV74	PV74	IOCL 3186	SRR12506703	Del_RN_3186	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0.00314386248607733	0	NA	NA
SRR12506705	LI1	0.99988	MHOM/BR/2005/HRNS-1	HRNS-1	IOCL 2789	SRR12506705	Del_ES_2789	Americas	BR	Brazil	Espírito Santo	Rio Novo do Sul	MHOM	Human	0	0	NA	Human
SRR12506706	LI10	0.99988	MCAN/BR/2010/PV72	PV72	IOCL 3184	SRR12506706	Del_RN_3184	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506707	LI10	0.99988	MCAN/BR/2010/PV71	PV71	IOCL 3183	SRR12506707	Del_RN_3183	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506708	LI10	0.99988	MCAN/BR/2010/PV69	PV69	IOCL 3182	SRR12506708	Del_RN_3182	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506709	LI10	0.99988	MCAN/BR/2010/PV65	PV65	IOCL 3178	SRR12506709	Del_RN_3178	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506710	LI10	0.99988	MCAN/BR/2010/PV64	PV64	IOCL 3177	SRR12506710	Del_RN_3177	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506711	LI10	0.99988	MCAN/BR/2010/PV63	PV63	IOCL 3176	SRR12506711	Del_RN_3176	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506716	LI1	0.990913	MHOM/BR/2005/DRD	DRD	IOCL 2788	SRR12506716	Del_ES_2788	Americas	BR	Brazil	Espírito Santo	NA	MHOM	NA	0	0	NA	NA
SRR12506718	LI9	0.99988	MCAN/BR/2010/MAGRÃO	MAGRÃO	IOCL 3227	SRR12506718	Del_MT_3227	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506719	LI9	0.996297	MCAN/BR/2010/CHITARA-I	CHITARA-I	IOCL 3225	SRR12506719	Del_MT_3225	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506720	LI9	0.99988	MCAN/BR/2010/BOLINHA-III	BOLINHA-III	IOCL 3223	SRR12506720	Del_MT_3223	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506721	LI9	0.974593	MCAN/BR/2010/TITÃ-I	TITÃ-I	IOCL 3219	SRR12506721	Del_MT_3219	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506722	LI9	0.926058	MCAN/BR/2010/MEG	MEG	IOCL 3214	SRR12506722	Del_MT_3214	Americas	BR	Brazil	Mato Grosso	Cuiabá	MCAN	Dog	0	0	NA	Dog
SRR12506723	LI9	0.964146	MCAN/BR/2010/DIMY-I	DIMY-I	IOCL 3212	SRR12506723	Del_MT_3212	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506724	LI9	0.99988	MCAN/BR/2010/ROBI	ROBI	IOCL 3209	SRR12506724	Del_MT_3209	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506726	LI9	0.99988	MCAN/BR/2009/BRONCRIS	BRONCRIS	IOCL 3138	SRR12506726	Del_MT_3138	Americas	BR	Brazil	Mato Grosso	Rondonópolis	MCAN	Dog	0	0	NA	Dog
SRR12506728	LI6	0.966133	MHOM/BR/2006/NMT-HUB402982MO	NMT-HUB402982MO	IOCL 2898	SRR12506728	Del_DF_2898	Americas	BR	Brazil	Distrito Federal	NA	MHOM	NA	0	0	NA	NA
SRR13744648	LI2	0.99988	MHOM/BR/2006/1255	1255	NA	1255	1255	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	0	0	NA	Human
SRR13744637	LI2	0.97394	MHOM/BR/2016/1661	1661	NA	1661	1661	Americas	BR	Brazil	Piauí	Floriano	MHOM	Homo sapiens	0.0012481203845597	0	NA	Human
SRR13744626	LI2	0.99988	MHOM/BR/2016/1689	1689	NA	1689	1689	Americas	BR	Brazil	Maranhão	Aldeias Altas	MHOM	Homo sapiens	0	0	NA	Human
SRR13744615	LI2	0.942817	MHOM/BR/2016/1798	1798	NA	1798	1798	Americas	BR	Brazil	Piauí	Piracuruca	MHOM	Homo sapiens	0	0	NA	Human
SRR13744604	LI2	0.99988	MHOM/BR/2016/1801	1801	NA	1801	1801	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.51719460539589	3	NA	Human
SRR13744593	LI2	0.99988	MHOM/BR/2016/2008	2008	NA	2008	2008	Americas	BR	Brazil	Piauí	Queimada Nova	MHOM	Homo sapiens	4.15379700438281	4	NA	Human
SRR13744679	LI2	0.99988	MHOM/BR/2016/2492	2492	NA	2492	2492	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.12407554631198	2	NA	Human
SRR13744678	LI2	0.99988	MHOM/BR/2016/2525	2525	NA	2525	2525	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	0	0	NA	Human
SRR13744677	LI2	0.99988	MHOM/BR/2016/2527	2527	NA	2527	2527	Americas	BR	Brazil	Piauí	Elesbão Veloso	MHOM	Homo sapiens	9.85e-4	0	NA	Human
SRR13744676	LI2	0.99988	MHOM/BR/2016/2765	2765	NA	2765	2765	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.96286947792466	4	NA	Human
SRR13744675	LI2	0.99988	MHOM/BR/2016/2914	2914	NA	2914	2914	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.00371329531056	2	NA	Human
SRR13744674	LI2	0.963449	MHOM/BR/2016/2959	2959	NA	2959	2959	Americas	BR	Brazil	Piauí	Colônia do Gurguéia	MHOM	Homo sapiens	4.08683068750622	4	NA	Human
SRR13744673	LI2	0.99988	MHOM/BR/2016/3097	3097	NA	3097	3097	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	0.0595868844606802	0	NA	Human
SRR13744672	LI2	0.99988	MHOM/BR/2016/3113	3113	NA	3113	3113	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.41996268843212	2	NA	Human
SRR13744671	LI2	0.99988	MHOM/BR/2016/3130	3130	NA	3130	3130	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.19370180712115	4	NA	Human
SRR13744669	LI2	0.937754	MHOM/BR/2016/3144	3144	NA	3144	3144	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.19545644539253	4	NA	Human
SRR13744668	LI2	0.99988	MCAN/BR/2009/36-MO	36-MO	IOCL 3148	3148	36-MO	Americas	BR	Brazil	Maranhão	NA	MCAN	NA	4.08503611903096	4	NA	NA
SRR13744667	LI2	0.99988	MHOM/BR/2016/3149	3149	NA	3149	3149	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	4.26832870875802	4	NA	Human
SRR13744666	LI2	0.99988	MHOM/BR/2016/3151	3151	NA	3151	3151	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	2.06116291984121	2	NA	Human
SRR13744665	LI2	0.99988	MHOM/BR/2016/3153	3153	NA	3153	3153	Americas	BR	Brazil	Piauí	Aroazes	MHOM	Homo sapiens	4.20821251036671	4	NA	Human
SRR13744663	LI2	0.99988	MHOM/BR/2016/3169	3169	NA	3169	3169	Americas	BR	Brazil	Piauí	Bomfim do Piauí	MHOM	Homo sapiens	0	0	NA	Human
SRR13744662	LI2	0.942527	MHOM/BR/2016/3170	3170	NA	3170	3170	Americas	BR	Brazil	Maranhão	Capinzal do Norte	MHOM	Homo sapiens	2.91711183052912	3	NA	Human
SRR13744661	LI2	0.99988	MHOM/BR/2016/3171	3171	NA	3171	3171	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.24778164129886	4	NA	Human
SRR13744660	LI2	0.99988	MHOM/BR/2016/3172	3172	NA	3172	3172	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.18697393007396	4	NA	Human
SRR13744657	LI2	0.99988	MHOM/BR/2016/3181	3181	NA	3181	3181	Americas	BR	Brazil	Maranhão	São João dos Patos	MHOM	Homo sapiens	0	0	NA	Human
SRR13744656	LI2	0.99988	MHOM/BR/2016/3182	3182	NA	3182	3182	Americas	BR	Brazil	Maranhão	Bernardo do Mearim	MHOM	Homo sapiens	0	0	NA	Human
SRR13744653	LI2	0.99988	MCAN/BR/2010/DIANA-I	DIANA-I	IOCL 3191	3191	DIANA-I	Americas	BR	Brazil	Piauí	NA	MCAN	NA	4.1888059912961	4	NA	NA
SRR13744652	LI2	0.99988	MHOM/BR/2016/3200	3200	NA	3200	3200	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.16437424912705	3	NA	Human
SRR13744651	LI2	0.973362	MHOM/BR/2016/3206	3206	NA	3206	3206	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	6.44e-4	0	NA	Human
SRR13744650	LI2	0.949755	MHOM/BR/2016/3209	3209	NA	3209	3209	Americas	BR	Brazil	Piauí	Bom Jesus	MHOM	Homo sapiens	3.89282590068108	4	NA	Human
SRR13744647	LI2	0.99988	MHOM/BR/2016/3223	3223	NA	3223	3223	Americas	BR	Brazil	Piauí	Monsenhor Gil	MHOM	Homo sapiens	0	0	NA	Human
SRR13744646	LI2	0.987138	MHOM/BR/2016/3248	3248	NA	3248	3248	Americas	BR	Brazil	Maranhão	Colinas	MHOM	Homo sapiens	0	0	NA	Human
SRR13744645	LI2	0.969906	MHOM/BR/2016/3388	3388	NA	3388	3388	Americas	BR	Brazil	Maranhão	Fortuna	MHOM	Homo sapiens	4.27344760844579	4	NA	Human
SRR13744643	LI2	0.99988	MHOM/BR/2016/3967	3967	NA	3967	3967	Americas	BR	Brazil	Piauí	Picos	MHOM	Homo sapiens	0	0	NA	Human
SRR13744642	LI2	0.999874	MHOM/BR/2016/5570	5570	NA	5570	5570	Americas	BR	Brazil	Maranhão	Buriti	MHOM	Homo sapiens	0	0	NA	Human
SRR13744682	LI10	0.910205	MCAN/BR/NA/1006DP	1006DP	NA	1006DP	1006DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	0.0786922967821547	0	NA	Dog
SRR13744681	LI12	0.99988	MCAN/BR/NA/1011DP	1011DP	NA	1011DP	1011DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.8686652444487	4	NA	Dog
SRR13744638	LI12	0.99988	MHOM/BR/2017/7128P	7128P	NA	7128P	7128P	Americas	BR	Brazil	Piauí	Monsenhor Gil	MHOM	Homo sapiens	3.83081860219256	4	NA	Human
SRR13744636	LI12	0.99988	MHOM/BR/2017/7131P	7131P	NA	7131P	7131P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	2.8961744139507	3	NA	Human
SRR13744635	LI12	0.99988	MHOM/BR/2017/7135P	7135P	NA	7135P	7135P	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	3.72630220496297	4	NA	Human
SRR13744634	LI12	0.99988	MHOM/BR/2017/7136P	7136P	NA	7136P	7136P	Americas	BR	Brazil	Piauí	Curimata	MHOM	Homo sapiens	0.969362767179969	1	NA	Human
SRR13744633	LI12	0.993262	MHOM/BR/2017/7140P	7140P	NA	7140P	7140P	Americas	BR	Brazil	Piauí	Regeneração	MHOM	Homo sapiens	3.96025465166656	4	NA	Human
SRR13744632	LI12	0.999872	MHOM/BR/2017/7145P	7145P	NA	7145P	7145P	Americas	BR	Brazil	Piauí	Eliseu Martins	MHOM	Homo sapiens	4.05416294054611	4	NA	Human
SRR13744630	LI12	0.99988	MHOM/BR/2017/7148P	7148P	NA	7148P	7148P	Americas	BR	Brazil	Piauí	São Pedro do Piauí	MHOM	Homo sapiens	4.01336536771776	4	NA	Human
SRR13744629	LI12	0.999877	MHOM/BR/2017/7149P	7149P	NA	7149P	7149P	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	3.91425192327408	4	NA	Human
SRR13744628	LI10	0.933947	MHOM/BR/2017/7159P	7159P	NA	7159P	7159P	Americas	BR	Brazil	Piauí	Cocal	MHOM	Homo sapiens	0.00355357931280807	0	NA	Human
SRR13744625	LI10	0.99988	MHOM/BR/2017/7161P	7161P	NA	7161P	7161P	Americas	BR	Brazil	Piauí	Alto Longá	MHOM	Homo sapiens	0.00643919540036567	0	NA	Human
SRR13744624	LI6	0.999876	MHOM/BR/2017/7162P	7162P	NA	7162P	7162P	Americas	BR	Brazil	Maranhão	Pastos Bons	MHOM	Homo sapiens	0	0	NA	Human
SRR13744620	LI6	0.902367	MHOM/BR/2017/7171P	7171P	NA	7171P	7171P	Americas	BR	Brazil	Piauí	Regeneração	MHOM	Homo sapiens	0.00609000535783641	0	NA	Human
SRR13744619	LI6	0.99988	MHOM/BR/2017/7172P	7172P	NA	7172P	7172P	Americas	BR	Brazil	Maranhão	Coelho Neto	MHOM	Homo sapiens	0.00987831576679935	0	NA	Human
SRR13744618	LI10	0.929712	MHOM/BR/2017/7176P	7176P	NA	7176P	7176P	Americas	BR	Brazil	Piauí	Piripiri	MHOM	Homo sapiens	0.00322058959980008	0	NA	Human
SRR13744617	LI12	0.99988	MHOM/BR/2017/7191P	7191P	NA	7191P	7191P	Americas	BR	Brazil	Piauí	Miguel Leão	MHOM	Homo sapiens	3.67257199383144	4	NA	Human
SRR13744612	LI12	0.99988	MHOM/BR/2018/7205P	7205P	NA	7205P	7205P	Americas	BR	Brazil	Maranhão	São João do Soter	MHOM	Homo sapiens	3.72612179634141	4	NA	Human
SRR13744610	LI12	0.99988	MHOM/BR/2018/7223P	7223P	NA	7223P	7223P	Americas	BR	Brazil	Piauí	Amarante	MHOM	Homo sapiens	3.65100929271252	4	NA	Human
SRR13744608	LI12	0.99988	MHOM/BR/2018/7234P	7234P	NA	7234P	7234P	Americas	BR	Brazil	Piauí	Floriano	MHOM	Homo sapiens	3.87149029165025	4	NA	Human
SRR13744607	LI12	0.99988	MHOM/BR/2018/7235P	7235P	NA	7235P	7235P	Americas	BR	Brazil	Piauí	Buriti dos Lopes	MHOM	Homo sapiens	3.82458606112846	4	NA	Human
SRR13744606	LI12	0.999871	MHOM/BR/2018/7242P	7242P	NA	7242P	7242P	Americas	BR	Brazil	Piauí	Jurema	MHOM	Homo sapiens	3.60969878262216	4	NA	Human
SRR13744605	LI12	0.99988	MHOM/BR/2018/7244P	7244P	NA	7244P	7244P	Americas	BR	Brazil	Pará	Marabá	MHOM	Homo sapiens	3.89305521057548	4	NA	Human
SRR13744603	LI6	0.99988	MHOM/BR/2018/7272P	7272P	NA	7272P	7272P	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	0.0189431217816533	0	NA	Human
SRR13744600	LI12	0.985634	MCAN/BR/NA/921DP	921DP	NA	921DP	921DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	4.02516452987198	4	NA	Dog
SRR13744599	LI12	0.99988	MCAN/BR/NA/925DP	925DP	NA	925DP	925DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	4.22254916482726	4	NA	Dog
SRR13744598	LI12	0.908098	MCAN/BR/NA/928DP	928DP	NA	928DP	928DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	2.61372363848298	3	NA	Dog
SRR13744597	LI12	0.962666	MCAN/BR/NA/934DP	934DP	NA	934DP	934DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.14057134818329	3	NA	Dog
SRR13744596	LI12	0.997913	MCAN/BR/NA/937DP	937DP	NA	937DP	937DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.85921538774973	4	NA	Dog
SRR13744592	LI12	0.933545	MCAN/BR/NA/981DP	981DP	NA	981DP	981DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.67485630133009	4	NA	Dog
SRR13744591	LI12	0.951625	MCAN/BR/NA/982DP	982DP	NA	982DP	982DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.81338846375454	4	NA	Dog
SRR16972343	LI12	0.99988	MHOM/BR/2017/6954P	6954P	NA	6954P	6954P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.80533896069866	4	NA	Human
SRR16972339	LI12	0.960641	MHOM/BR/2017/7005P	7005P	NA	7005P	7005P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.8181644904801	4	NA	Human
SRR16972338	LI12	0.99988	MHOM/BR/2017/7010P	7010P	NA	7010P	7010P	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	3.80117175795769	4	NA	Human
SRR16972337	LI12	0.97377	MHOM/BR/2017/7019P	7019P	NA	7019P	7019P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.69020013944356	4	NA	Human
SRR16972313	LI6	0.99988	MHOM/BR/2018/M03	M03	NA	M03	M03	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR16972314	LI12	0.99988	MHOM/BR/2018/M04	M04	NA	M04	M04	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.72989453946811	4	NA	NA
SRR16972316	LI12	0.952763	MHOM/BR/2018/M06	M06	NA	M06	M06	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.15478758984681	3	NA	NA
SRR16972319	LI12	0.960467	MHOM/BR/2019/M09	M09	NA	M09	M09	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.50072995356022	4	NA	NA
SRR16972321	LI12	0.99988	MHOM/BR/2019/M11	M11	NA	M11	M11	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.53408339920269	4	NA	NA
