sample	population	population_proportion	who_id	strain_code	clioc_id	other_id1	other_id2	source_geographic_region	country_code	source_country	source_state_or_region	source_town	host_code	host_species	coverage	coverage_rounded	...16	host_species_clean
SRR10478775	LO6	0.99989	MHOM/BR/NA/P1661	P1661	NA	SRR10478775	P1661	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0.0012481203845597	0	NA	NA
SRR10478777	LO6	0.99989	MHOM/BR/NA/P3171	P3171	NA	SRR10478777	P3171	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.24778164129886	4	NA	NA
SRR10478778	LO6	0.99989	MHOM/BR/NA/P3170	P3170	NA	SRR10478778	P3170	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.91711183052912	3	NA	NA
SRR10478779	LO6	0.99989	MHOM/BR/NA/P3169	P3169	NA	SRR10478779	P3169	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0	0	NA	NA
SRR10478781	LO6	0.99989	MHOM/BR/NA/P3153	P3153	NA	SRR10478781	P3153	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.20821251036671	4	NA	NA
SRR10478782	LO6	0.99989	MHOM/BR/NA/P3151	P3151	NA	SRR10478782	P3151	Americas	BR	Brazil	Piauí	NA	MHOM	NA	2.06116291984121	2	NA	NA
SRR10478783	LO6	0.99989	MHOM/BR/NA/P3149	P3149	NA	SRR10478783	P3149	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	4.26832870875802	4	NA	NA
SRR10478784	LO6	0.99989	MHOM/BR/NA/P3148	P3148	NA	SRR10478784	P3148	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	4.08503611903096	4	NA	NA
SRR10478786	LO6	0.99989	MHOM/BR/NA/P3130	P3130	NA	SRR10478786	P3130	Americas	BR	Brazil	Piauí	NA	MHOM	NA	4.19370180712115	4	NA	NA
SRR10478787	LO6	0.994706	MHOM/BR/NA/P1255	P1255	NA	SRR10478787	P1255	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR10478789	LO6	0.99989	MHOM/BR/NA/P3113	P3113	NA	SRR10478789	P3113	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.41996268843212	2	NA	NA
SRR10478790	LO6	0.99989	MHOM/BR/NA/P3097	P3097	NA	SRR10478790	P3097	Americas	BR	Brazil	Piauí	NA	MHOM	NA	0.0595868844606802	0	NA	NA
SRR10478792	LO6	0.99989	MHOM/BR/NA/P2914	P2914	NA	SRR10478792	P2914	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	2.00371329531056	2	NA	NA
SRR10478793	LO6	0.99989	MHOM/BR/NA/P2765	P2765	NA	SRR10478793	P2765	Americas	BR	Brazil	Piauí	NA	MHOM	NA	3.96286947792466	4	NA	NA
SRR10478795	LO6	0.99989	MHOM/BR/NA/P2527	P2527	NA	SRR10478795	P2527	Americas	BR	Brazil	Piauí	NA	MHOM	NA	9.85e-4	0	NA	NA
SRR10478796	LO6	0.99989	MHOM/BR/NA/P2525	P2525	NA	SRR10478796	P2525	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR12506670	LO10	0.999889	MCAN/BR/2009/PATETA	PATETA	IOCL 3136	SRR12506670	Del_MT_3136	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506671	LO11	0.961571	MCAN/BR/2010/CA4	CA4	IOCL 3381	SRR12506671	Del_MG_3381	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0.0843741434402872	0	NA	NA
SRR12506672	LO11	0.912672	MCAN/BR/2010/CA3	CA3	IOCL 3380	SRR12506672	Del_MG_3380	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0	0	NA	NA
SRR12506673	LO11	0.99989	MCAN/BR/2010/CA2	CA2	IOCL 3379	SRR12506673	Del_MG_3379	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0	0	NA	NA
SRR12506679	LO9	0.99989	MCAN/BR/2007/CG-2	CG-2	IOCL 3035	SRR12506679	NonDel_MS_3035	Americas	BR	Brazil	Mato Grosso do Sul	NA	MCAN	NA	4.3710259398401	4	NA	NA
SRR12506680	LO9	0.99989	MHOM/BR/2007/ARL	ARL	IOCL 2935	SRR12506680	NonDel_MS_2935	Europe	BR	Spain	Madrid	NA	MHOM	NA	3.65710469861086	4	NA	NA
SRR12506681	LO9	0.99989	MHOM/BR/2003/phufms-155	phufms-155	IOCL 2702	SRR12506681	NonDel_MS_2702	Americas	BR	Brazil	Mato Grosso do Sul	NA	MHOM	NA	3.82509314721714	4	NA	NA
SRR12506683	LO11	0.99989	MCAN/BR/2010/CA1	CA1	IOCL 3378	SRR12506683	Del_MG_3378	Americas	BR	Brazil	Minas Gerais	NA	MCAN	NA	0	0	NA	NA
SRR12506684	LO9	0.99989	MCAN/BR/2002/LVV-140	LVV-140	IOCL 2669	SRR12506684	NonDel_MS_2669	Americas	BR	Brazil	Mato Grosso do Sul	NA	MCAN	NA	3.59818628693556	4	NA	NA
SRR12506685	LO9	0.999884	MCAN/BR/2002/LVV-139	LVV-139	IOCL 2668	SRR12506685	NonDel_MS_2668	Americas	BR	Brazil	Mato Grosso do Sul	Três Lagoas	MCAN	Dog	3.34201824833948	3	NA	Dog
SRR12506686	LO9	0.999886	MCAN/BR/2002/LVV-137	LVV-137	IOCL 2666	SRR12506686	NonDel_MS_2666	Americas	BR	Brazil	Mato Grosso do Sul	Três Lagoas	MCAN	Dog	4.66446014644346	4	NA	Dog
SRR12506688	LO9	0.999888	MCAN/BR/2002/LVV-135	LVV-135	IOCL 2664	SRR12506688	NonDel_MS_2664	Americas	BR	Brazil	Mato Grosso do Sul	Campo Grande	MCAN	Dog	3.86875748991947	4	NA	Dog
SRR12506689	LO9	0.99989	MCAN/BR/2003/HUGER	HUGER	IOCL 2569	SRR12506689	NonDel_MS_2569	Americas	BR	Brazil	Mato Grosso do Sul	NA	MCAN	NA	3.29478738705445	3	NA	NA
SRR12506694	LO11	0.99989	MCAN/BR/2008/CP-18	CP-18	IOCL 3068	SRR12506694	Del_ES_3068	Americas	BR	Brazil	Espírito Santo	NA	MCAN	NA	0	0	NA	NA
SRR12506698	LO11	0.947048	MCAN/BR/2009/CLV22	CLV22	IOCL 3256	SRR12506698	Del_SP_3256	Americas	BR	Brazil	São Paulo	NA	MCAN	NA	0	0	NA	NA
SRR12506699	LO11	0.904836	MCAN/BR/2009/CLV9	CLV9	IOCL 3250	SRR12506699	Del_SP_3250	Americas	BR	Brazil	São Paulo	Embu das Artes	MCAN	Dog	0	0	NA	Dog
SRR12506701	LO10	0.99989	MCAN/BR/2011/PV-128	PV-128	IOCL 3335	SRR12506701	Del_RN_3335	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506702	LO10	0.99989	MCAN/BR/2010/PV75	PV75	IOCL 3187	SRR12506702	Del_RN_3187	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506703	LO10	0.99989	MCAN/BR/2010/PV74	PV74	IOCL 3186	SRR12506703	Del_RN_3186	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0.00314386248607733	0	NA	NA
SRR12506705	LO11	0.99989	MHOM/BR/2005/HRNS-1	HRNS-1	IOCL 2789	SRR12506705	Del_ES_2789	Americas	BR	Brazil	Espírito Santo	Rio Novo do Sul	MHOM	Human	0	0	NA	Human
SRR12506706	LO10	0.99989	MCAN/BR/2010/PV72	PV72	IOCL 3184	SRR12506706	Del_RN_3184	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506707	LO10	0.99989	MCAN/BR/2010/PV71	PV71	IOCL 3183	SRR12506707	Del_RN_3183	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506708	LO10	0.99989	MCAN/BR/2010/PV69	PV69	IOCL 3182	SRR12506708	Del_RN_3182	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506709	LO10	0.99989	MCAN/BR/2010/PV65	PV65	IOCL 3178	SRR12506709	Del_RN_3178	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506710	LO10	0.999889	MCAN/BR/2010/PV64	PV64	IOCL 3177	SRR12506710	Del_RN_3177	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506711	LO10	0.99989	MCAN/BR/2010/PV63	PV63	IOCL 3176	SRR12506711	Del_RN_3176	Americas	BR	Brazil	Rio Grande do Norte	NA	MCAN	NA	0	0	NA	NA
SRR12506716	LO11	0.99989	MHOM/BR/2005/DRD	DRD	IOCL 2788	SRR12506716	Del_ES_2788	Americas	BR	Brazil	Espírito Santo	NA	MHOM	NA	0	0	NA	NA
SRR12506718	LO10	0.99989	MCAN/BR/2010/MAGRÃO	MAGRÃO	IOCL 3227	SRR12506718	Del_MT_3227	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506719	LO10	0.99989	MCAN/BR/2010/CHITARA-I	CHITARA-I	IOCL 3225	SRR12506719	Del_MT_3225	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506721	LO10	0.999886	MCAN/BR/2010/TITÃ-I	TITÃ-I	IOCL 3219	SRR12506721	Del_MT_3219	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506722	LO10	0.99989	MCAN/BR/2010/MEG	MEG	IOCL 3214	SRR12506722	Del_MT_3214	Americas	BR	Brazil	Mato Grosso	Cuiabá	MCAN	Dog	0	0	NA	Dog
SRR12506723	LO10	0.99989	MCAN/BR/2010/DIMY-I	DIMY-I	IOCL 3212	SRR12506723	Del_MT_3212	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506724	LO10	0.99989	MCAN/BR/2010/ROBI	ROBI	IOCL 3209	SRR12506724	Del_MT_3209	Americas	BR	Brazil	Mato Grosso	NA	MCAN	NA	0	0	NA	NA
SRR12506726	LO10	0.99989	MCAN/BR/2009/BRONCRIS	BRONCRIS	IOCL 3138	SRR12506726	Del_MT_3138	Americas	BR	Brazil	Mato Grosso	Rondonópolis	MCAN	Dog	0	0	NA	Dog
SRR12506727	LO2	0.99989	MCAN/BR/2005/NMT-DF544MO	NMT-DF544MO	IOCL 2919	SRR12506727	Del_DF_2919	Americas	BR	Brazil	Distrito Federal	NA	MCAN	NA	0	0	NA	NA
SRR12506728	LO7	0.938782	MHOM/BR/2006/NMT-HUB402982MO	NMT-HUB402982MO	IOCL 2898	SRR12506728	Del_DF_2898	Americas	BR	Brazil	Distrito Federal	NA	MHOM	NA	0	0	NA	NA
SRR13744648	LO6	0.994706	MHOM/BR/2006/1255	1255	NA	1255	1255	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	0	0	NA	Human
SRR13744637	LO6	0.99989	MHOM/BR/2016/1661	1661	NA	1661	1661	Americas	BR	Brazil	Piauí	Floriano	MHOM	Homo sapiens	0.0012481203845597	0	NA	Human
SRR13744626	LO6	0.99989	MHOM/BR/2016/1689	1689	NA	1689	1689	Americas	BR	Brazil	Maranhão	Aldeias Altas	MHOM	Homo sapiens	0	0	NA	Human
SRR13744604	LO6	0.99989	MHOM/BR/2016/1801	1801	NA	1801	1801	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.51719460539589	3	NA	Human
SRR13744593	LO6	0.99989	MHOM/BR/2016/2008	2008	NA	2008	2008	Americas	BR	Brazil	Piauí	Queimada Nova	MHOM	Homo sapiens	4.15379700438281	4	NA	Human
SRR13744680	LO6	0.933315	MHOM/BR/2016/2145	2145	NA	2145	2145	Americas	BR	Brazil	Piauí	Floriano	MHOM	Homo sapiens	2.10902642833697	2	NA	Human
SRR13744679	LO6	0.99989	MHOM/BR/2016/2492	2492	NA	2492	2492	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.12407554631198	2	NA	Human
SRR13744678	LO6	0.99989	MHOM/BR/2016/2525	2525	NA	2525	2525	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	0	0	NA	Human
SRR13744677	LO6	0.99989	MHOM/BR/2016/2527	2527	NA	2527	2527	Americas	BR	Brazil	Piauí	Elesbão Veloso	MHOM	Homo sapiens	9.85e-4	0	NA	Human
SRR13744676	LO6	0.99989	MHOM/BR/2016/2765	2765	NA	2765	2765	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.96286947792466	4	NA	Human
SRR13744675	LO6	0.99989	MHOM/BR/2016/2914	2914	NA	2914	2914	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.00371329531056	2	NA	Human
SRR13744674	LO6	0.99989	MHOM/BR/2016/2959	2959	NA	2959	2959	Americas	BR	Brazil	Piauí	Colônia do Gurguéia	MHOM	Homo sapiens	4.08683068750622	4	NA	Human
SRR13744673	LO6	0.99989	MHOM/BR/2016/3097	3097	NA	3097	3097	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	0.0595868844606802	0	NA	Human
SRR13744672	LO6	0.99989	MHOM/BR/2016/3113	3113	NA	3113	3113	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	2.41996268843212	2	NA	Human
SRR13744671	LO6	0.99989	MHOM/BR/2016/3130	3130	NA	3130	3130	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.19370180712115	4	NA	Human
SRR13744669	LO6	0.970345	MHOM/BR/2016/3144	3144	NA	3144	3144	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.19545644539253	4	NA	Human
SRR13744668	LO6	0.99989	MCAN/BR/2009/36-MO	36-MO	IOCL 3148	3148	36-MO	Americas	BR	Brazil	Maranhão	NA	MCAN	NA	4.08503611903096	4	NA	NA
SRR13744667	LO6	0.99989	MHOM/BR/2016/3149	3149	NA	3149	3149	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	4.26832870875802	4	NA	Human
SRR13744666	LO6	0.99989	MHOM/BR/2016/3151	3151	NA	3151	3151	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	2.06116291984121	2	NA	Human
SRR13744665	LO6	0.999886	MHOM/BR/2016/3153	3153	NA	3153	3153	Americas	BR	Brazil	Piauí	Aroazes	MHOM	Homo sapiens	4.20821251036671	4	NA	Human
SRR13744663	LO6	0.99989	MHOM/BR/2016/3169	3169	NA	3169	3169	Americas	BR	Brazil	Piauí	Bomfim do Piauí	MHOM	Homo sapiens	0	0	NA	Human
SRR13744662	LO6	0.99989	MHOM/BR/2016/3170	3170	NA	3170	3170	Americas	BR	Brazil	Maranhão	Capinzal do Norte	MHOM	Homo sapiens	2.91711183052912	3	NA	Human
SRR13744661	LO6	0.99989	MHOM/BR/2016/3171	3171	NA	3171	3171	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.24778164129886	4	NA	Human
SRR13744660	LO6	0.99989	MHOM/BR/2016/3172	3172	NA	3172	3172	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.18697393007396	4	NA	Human
SRR13744657	LO6	0.99989	MHOM/BR/2016/3181	3181	NA	3181	3181	Americas	BR	Brazil	Maranhão	São João dos Patos	MHOM	Homo sapiens	0	0	NA	Human
SRR13744656	LO6	0.99989	MHOM/BR/2016/3182	3182	NA	3182	3182	Americas	BR	Brazil	Maranhão	Bernardo do Mearim	MHOM	Homo sapiens	0	0	NA	Human
SRR13744654	LO6	0.99988	MHOM/BR/2016/3187	3187	NA	3187	3187	Americas	BR	Brazil	Piauí	Batalha	MHOM	Homo sapiens	4.11766820462674	4	NA	Human
SRR13744653	LO6	0.999888	MCAN/BR/2010/DIANA-I	DIANA-I	IOCL 3191	3191	DIANA-I	Americas	BR	Brazil	Piauí	NA	MCAN	NA	4.1888059912961	4	NA	NA
SRR13744652	LO6	0.99989	MHOM/BR/2016/3200	3200	NA	3200	3200	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.16437424912705	3	NA	Human
SRR13744651	LO6	0.964542	MHOM/BR/2016/3206	3206	NA	3206	3206	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	6.44e-4	0	NA	Human
SRR13744650	LO6	0.99989	MHOM/BR/2016/3209	3209	NA	3209	3209	Americas	BR	Brazil	Piauí	Bom Jesus	MHOM	Homo sapiens	3.89282590068108	4	NA	Human
SRR13744649	LO6	0.99989	MHOM/BR/2016/3216	3216	NA	3216	3216	Americas	BR	Brazil	Maranhão	Caxias	MHOM	Homo sapiens	4.08176532628627	4	NA	Human
SRR13744647	LO6	0.99989	MHOM/BR/2016/3223	3223	NA	3223	3223	Americas	BR	Brazil	Piauí	Monsenhor Gil	MHOM	Homo sapiens	0	0	NA	Human
SRR13744646	LO6	0.99989	MHOM/BR/2016/3248	3248	NA	3248	3248	Americas	BR	Brazil	Maranhão	Colinas	MHOM	Homo sapiens	0	0	NA	Human
SRR13744645	LO6	0.99989	MHOM/BR/2016/3388	3388	NA	3388	3388	Americas	BR	Brazil	Maranhão	Fortuna	MHOM	Homo sapiens	4.27344760844579	4	NA	Human
SRR13744643	LO6	0.99989	MHOM/BR/2016/3967	3967	NA	3967	3967	Americas	BR	Brazil	Piauí	Picos	MHOM	Homo sapiens	0	0	NA	Human
SRR13744642	LO6	0.99989	MHOM/BR/2016/5570	5570	NA	5570	5570	Americas	BR	Brazil	Maranhão	Buriti	MHOM	Homo sapiens	0	0	NA	Human
SRR13744641	LO6	0.956556	MHOM/BR/2016/5745	5745	NA	5745	5745	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	4.15768089833842	4	NA	Human
SRR13744682	LO2	0.99989	MCAN/BR/NA/1006DP	1006DP	NA	1006DP	1006DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	0.0786922967821547	0	NA	Dog
SRR13744638	LO7	0.999889	MHOM/BR/2017/7128P	7128P	NA	7128P	7128P	Americas	BR	Brazil	Piauí	Monsenhor Gil	MHOM	Homo sapiens	3.83081860219256	4	NA	Human
SRR13744636	LO7	0.99989	MHOM/BR/2017/7131P	7131P	NA	7131P	7131P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	2.8961744139507	3	NA	Human
SRR13744635	LO7	0.99989	MHOM/BR/2017/7135P	7135P	NA	7135P	7135P	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	3.72630220496297	4	NA	Human
SRR13744634	LO7	0.99989	MHOM/BR/2017/7136P	7136P	NA	7136P	7136P	Americas	BR	Brazil	Piauí	Curimata	MHOM	Homo sapiens	0.969362767179969	1	NA	Human
SRR13744633	LO7	0.99989	MHOM/BR/2017/7140P	7140P	NA	7140P	7140P	Americas	BR	Brazil	Piauí	Regeneração	MHOM	Homo sapiens	3.96025465166656	4	NA	Human
SRR13744630	LO7	0.99989	MHOM/BR/2017/7148P	7148P	NA	7148P	7148P	Americas	BR	Brazil	Piauí	São Pedro do Piauí	MHOM	Homo sapiens	4.01336536771776	4	NA	Human
SRR13744629	LO7	0.99989	MHOM/BR/2017/7149P	7149P	NA	7149P	7149P	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	3.91425192327408	4	NA	Human
SRR13744628	LO2	0.99989	MHOM/BR/2017/7159P	7159P	NA	7159P	7159P	Americas	BR	Brazil	Piauí	Cocal	MHOM	Homo sapiens	0.00355357931280807	0	NA	Human
SRR13744625	LO2	0.99989	MHOM/BR/2017/7161P	7161P	NA	7161P	7161P	Americas	BR	Brazil	Piauí	Alto Longá	MHOM	Homo sapiens	0.00643919540036567	0	NA	Human
SRR13744621	LO7	0.942402	MHOM/BR/2017/7170P	7170P	NA	7170P	7170P	Americas	BR	Brazil	Piauí	Bom Jesus	MHOM	Homo sapiens	0.0187440854999196	0	NA	Human
SRR13744619	LO7	0.99989	MHOM/BR/2017/7172P	7172P	NA	7172P	7172P	Americas	BR	Brazil	Maranhão	Coelho Neto	MHOM	Homo sapiens	0.00987831576679935	0	NA	Human
SRR13744618	LO2	0.99989	MHOM/BR/2017/7176P	7176P	NA	7176P	7176P	Americas	BR	Brazil	Piauí	Piripiri	MHOM	Homo sapiens	0.00322058959980008	0	NA	Human
SRR13744617	LO7	0.99989	MHOM/BR/2017/7191P	7191P	NA	7191P	7191P	Americas	BR	Brazil	Piauí	Miguel Leão	MHOM	Homo sapiens	3.67257199383144	4	NA	Human
SRR13744612	LO7	0.99989	MHOM/BR/2018/7205P	7205P	NA	7205P	7205P	Americas	BR	Brazil	Maranhão	São João do Soter	MHOM	Homo sapiens	3.72612179634141	4	NA	Human
SRR13744610	LO7	0.999887	MHOM/BR/2018/7223P	7223P	NA	7223P	7223P	Americas	BR	Brazil	Piauí	Amarante	MHOM	Homo sapiens	3.65100929271252	4	NA	Human
SRR13744608	LO7	0.99989	MHOM/BR/2018/7234P	7234P	NA	7234P	7234P	Americas	BR	Brazil	Piauí	Floriano	MHOM	Homo sapiens	3.87149029165025	4	NA	Human
SRR13744607	LO7	0.99989	MHOM/BR/2018/7235P	7235P	NA	7235P	7235P	Americas	BR	Brazil	Piauí	Buriti dos Lopes	MHOM	Homo sapiens	3.82458606112846	4	NA	Human
SRR13744606	LO7	0.99989	MHOM/BR/2018/7242P	7242P	NA	7242P	7242P	Americas	BR	Brazil	Piauí	Jurema	MHOM	Homo sapiens	3.60969878262216	4	NA	Human
SRR13744605	LO7	0.999887	MHOM/BR/2018/7244P	7244P	NA	7244P	7244P	Americas	BR	Brazil	Pará	Marabá	MHOM	Homo sapiens	3.89305521057548	4	NA	Human
SRR13744603	LO7	0.99989	MHOM/BR/2018/7272P	7272P	NA	7272P	7272P	Americas	BR	Brazil	Maranhão	Timon	MHOM	Homo sapiens	0.0189431217816533	0	NA	Human
SRR13744599	LO7	0.99989	MCAN/BR/NA/925DP	925DP	NA	925DP	925DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	4.22254916482726	4	NA	Dog
SRR13744597	LO7	0.926365	MCAN/BR/NA/934DP	934DP	NA	934DP	934DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.14057134818329	3	NA	Dog
SRR13744594	LO2	0.99989	MCAN/BR/NA/970DP	970DP	NA	970DP	970DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	0.0329949445286591	0	NA	Dog
SRR13744592	LO7	0.914761	MCAN/BR/NA/981DP	981DP	NA	981DP	981DP	Americas	BR	Brazil	Piauí	NA	MCAN	Dog	3.67485630133009	4	NA	Dog
SRR16972343	LO7	0.99989	MHOM/BR/2017/6954P	6954P	NA	6954P	6954P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.80533896069866	4	NA	Human
SRR16972339	LO7	0.903171	MHOM/BR/2017/7005P	7005P	NA	7005P	7005P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.8181644904801	4	NA	Human
SRR16972338	LO7	0.99989	MHOM/BR/2017/7010P	7010P	NA	7010P	7010P	Americas	BR	Brazil	Maranhão	Codó	MHOM	Homo sapiens	3.80117175795769	4	NA	Human
SRR16972337	LO7	0.99989	MHOM/BR/2017/7019P	7019P	NA	7019P	7019P	Americas	BR	Brazil	Piauí	Teresina	MHOM	Homo sapiens	3.69020013944356	4	NA	Human
SRR16972311	LO7	0.953724	MHOM/BR/2018/M01	M01	NA	M01	M01	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	0	0	NA	NA
SRR16972314	LO7	0.99989	MHOM/BR/2018/M04	M04	NA	M04	M04	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.72989453946811	4	NA	NA
SRR16972321	LO7	0.970733	MHOM/BR/2019/M11	M11	NA	M11	M11	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.53408339920269	4	NA	NA
SRR16972322	LO7	0.968349	MHOM/BR/2019/M13	M13	NA	M13	M13	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.29142858090373	3	NA	NA
SRR8608748	LO5	0.99989	MHOM/HN/2017/M32502/Amapala	M32502	NA	SRR8608748	6445_Honduras	Americas	HN	Honduras	NA	NA	MHOM	NA	4.06365606740446	4	DUPLICATE	NA
ERR205787	LO5	0.999878	MHOM/PA/78/WR285	WR285	NA	ERR205787	WR285	Americas	PA	Panama	NA	NA	MHOM	NA	3.70596046579571	4	DUPLICATE	NA
ERR205750	LO3	0.99989	MCAN/UZ/2007/LRC-L1313	LRC-L1313	NA	ERR205750	LRC-L1313	Central.East.Asia	UZ	Uzbekistan	NA	NA	MCAN	NA	3.66822063496555	4	DUPLICATE	NA
ERR205751	LO3	0.99989	MCAN/UZ/2007/LRC-L1311	LRC-L1311	NA	ERR205751	LRC-L1311	Central.East.Asia	UZ	Uzbekistan	NA	NA	MCAN	NA	3.59822704107409	4	DUPLICATE	NA
ERR205735	LO5	0.99989	MHOM/FR/62/LRC-L47	LRC-L47	NA	ERR205735	LRC-L47	Europe	FR	France	NA	NA	MHOM	NA	3.6677893608559	4	DUPLICATE	NA
ERR205737	LO4	0.985388	MHOM/FR/95/LPN114	LPN114	NA	ERR205737	LPN114	Europe	FR	France	NA	NA	MHOM	NA	3.67078339511918	4	DUPLICATE	NA
ERR205760	LO4	0.99989	MCAN/FR/87/RM1	RM1	NA	ERR205760	RM1	Europe	FR	France	NA	NA	MCAN	NA	3.40753261385419	3	DUPLICATE	NA
ERR205793	LO4	0.99989	MHOM/FR/90/LPN66	LPN66	NA	ERR205793	LEM1985	Europe	FR	France	NA	NA	MHOM	NA	4.18816969277615	4	DUPLICATE	NA
ERR205795	LO4	0.999888	MHOM/FR/96/LPM161	LPM161	NA	ERR205795	LEM3278	Europe	FR	France	NA	NA	MHOM	NA	3.76119160726749	4	DUPLICATE	NA
ERR3550144	LO5	0.99989	MHOM/FR/1996/LEM3249	LEM3249	NA	ERR3550144	Inf045	Europe	FR	France	NA	NA	MHOM	NA	3.4761672799372	3	DUPLICATE	NA
ERR271200	LO4	0.958535	MCAN/PT/2005/IMT373cl1	IMT373cl1	NA	ERR271200	IMT373cl1	Europe	PT	Portugal	NA	NA	MCAN	NA	1.64038930564913	2	DUPLICATE	NA
ERR3550118	LO5	0.999888	MHOM/ES/1987/Lombardi	Lombardi	NA	ERR3550118	Inf004	Europe	ES	Spain	NA	NA	MHOM	NA	3.68828646586534	4	DUPLICATE	NA
ERR3550132	LO5	0.99989	MHOM/ES/1992/LLM373	LLM373	NA	ERR3550132	Inf055	Europe	ES	Spain	NA	NA	MHOM	NA	3.31459471937862	3	DUPLICATE	NA
ERR304753	LO3	0.999889	MCAN/IL/XX/LRC-L1312	LRC-L1312	NA	ERR304753	LRC-L1312	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.44564073978915	3	DUPLICATE	NA
ERR3550152	LO8	0.99989	MHOM/IL/1989/LRC-L571	LRC-L571	NA	ERR3550152	Inf007	Middle.East	IL	Israel	NA	NA	MHOM	NA	4.39651822827175	4	DUPLICATE	NA
ERR3550142	LO8	0.999889	MHOM/TN/1980/IPT1	IPT1	NA	ERR3550142	Inf001	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	3.05669136618174	3	DUPLICATE	NA
SRR6369631	LO4	0.99989	MHOM/TN/2010/ZK27p2	ZK27p2	NA	SRR6369631	Linf_ZK27	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	4.91254968145787	4	DUPLICATE	NA
SRR11098642	LO8	0.986759	MHOM/TN/2011/ZK47	ZK47	NA	SRR11098642	ZK47	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	4.07019948857174	4	DUPLICATE	NA
