label	stat	win_start	n_snps	r_value	vcft_value	diff
AM9 LinJ.31 pseudodiploid	pi	500001	391	2.83793527982074e-05	1.24069e-05	1.59724527982074e-05
AM9 LinJ.31 pseudodiploid	pi	550001	379	4.59706032842953e-05	2.36615e-05	2.23091032842953e-05
AM9 LinJ.31 pseudodiploid	pi	600001	458	9.58114035087719e-06	2.18998e-06	7.39116035087719e-06
AM9 LinJ.31 pseudodiploid	pi	650001	135	1.42073732718894e-05	8.42433e-06	5.7830432718894e-06
AM9 LinJ.31 pseudodiploid	pi	700001	343	2.92828616611124e-05	1.87109e-05	1.05719616611124e-05
AM9 LinJ.31 pseudodiploid	pi	750001	402	2.36775409312954e-05	1.3014e-05	1.06635409312954e-05
AM9 LinJ.31 pseudodiploid	pi	800001	388	2.74488632377537e-05	1.48184e-05	1.26304632377537e-05
AM9 LinJ.31 pseudodiploid	pi	850001	407	1.71236684850428e-05	1.30323e-05	4.09136848504283e-06
AM9 LinJ.31 pseudodiploid	pi	900001	411	1.70363783813441e-05	4.38634e-06	1.26500383813441e-05
AM9 LinJ.31 pseudodiploid	pi	950001	332	3.7589904412155e-05	1.6609e-05	2.0980904412155e-05
AM9 LinJ.31 pseudodiploid	pi	1000001	535	1.35072686520055e-05	7.69662e-06	5.81064865200549e-06
AM9 LinJ.31 pseudodiploid	pi	1050001	468	2.05269077327901e-05	9.52606e-06	1.10008477327901e-05
AM9 LinJ.31 pseudodiploid	pi	1100001	557	2.38167388167388e-06	9.8103e-07	1.40064388167388e-06
AM9 LinJ.31 pseudodiploid	pi	1150001	400	3.1573468594044e-05	1.13997e-05	2.0173768594044e-05
AM9 LinJ.31 pseudodiploid	pi	1200001	524	2.0523154465548e-05	1.27097e-05	7.81345446554798e-06
AM9 LinJ.31 pseudodiploid	pi	1250001	583	3.36737767931266e-05	2.24828e-05	1.11909767931266e-05
AM9 LinJ.31 pseudodiploid	pi	1300001	435	1.00351316036562e-05	5.67106e-06	4.36407160365616e-06
AM9 LinJ.31 pseudodiploid	pi	1350001	417	1.89231908239995e-05	8.88082e-06	1.00423708239995e-05
AM9 LinJ.31 pseudodiploid	pi	1400001	432	8.74753072910968e-06	8.13302e-06	6.14510729109676e-07
AM9 LinJ.31 pseudodiploid	pi	1450001	413	8.19004579298697e-06	7.55075e-06	6.3929579298697e-07
AM9 LinJ.31 pseudodiploid	pi	1500001	194	6.26476456213298e-06	4.51277e-06	1.75199456213298e-06
AM2 LinJ.31 pseudodiploid	tajima_d	1	534	0.578839553441932	0.53766	0.0411795534419325
AM2 LinJ.31 pseudodiploid	tajima_d	50001	548	-1.99130933690977	-1.99168	0.000370663090234702
AM2 LinJ.31 pseudodiploid	tajima_d	100001	556	-0.724628213637994	-0.725058	0.000429786362006301
AM2 LinJ.31 pseudodiploid	tajima_d	150001	567	-1.15692087539335	-1.15693	9.12460664870274e-06
AM2 LinJ.31 pseudodiploid	tajima_d	200001	490	-1.10343352265729	-1.1035	6.64773427123677e-05
AM2 LinJ.31 pseudodiploid	tajima_d	250001	452	-1.70012928146901	-1.70085	0.000720718530988096
AM2 LinJ.31 pseudodiploid	tajima_d	300001	523	-1.26142263445073	-1.26226	0.00083736554926972
AM2 LinJ.31 pseudodiploid	tajima_d	350001	258	-0.549573529941477	-0.623823	0.0742494700585226
AM2 LinJ.31 pseudodiploid	tajima_d	400001	433	0.799689165951875	0.798476	0.00121316595187526
AM2 LinJ.31 pseudodiploid	tajima_d	450001	362	-1.36229638318271	-1.36238	8.36168172919649e-05
AM2 LinJ.31 pseudodiploid	tajima_d	500001	391	-1.34318804934508	-1.34412	0.000931950654915692
AM2 LinJ.31 pseudodiploid	tajima_d	550001	379	-2.04098060155295	-2.04156	0.000579398447047907
AM2 LinJ.31 pseudodiploid	tajima_d	600001	458	-1.42804412796381	-1.42834	0.000295872036191858
AM2 LinJ.31 pseudodiploid	tajima_d	650001	135	-0.951550093125702	-0.954987	0.0034369068742981
AM2 LinJ.31 pseudodiploid	tajima_d	700001	343	-1.46871239518267	-1.46899	0.000277604817326305
AM2 LinJ.31 pseudodiploid	tajima_d	750001	402	-1.40282726406075	-1.40349	0.000662735939247039
AM2 LinJ.31 pseudodiploid	tajima_d	800001	388	-1.59497229167547	-1.6109	0.0159277083245317
AM2 LinJ.31 pseudodiploid	tajima_d	850001	407	-1.37868776361391	-1.37933	0.000642236386085404
AM2 LinJ.31 pseudodiploid	tajima_d	900001	411	-0.656356166097274	-0.671735	0.0153788339027257
AM2 LinJ.31 pseudodiploid	tajima_d	950001	332	-1.84331354402479	-1.84393	0.000616455975211538
AM2 LinJ.31 pseudodiploid	tajima_d	1000001	535	-0.174066261551729	-0.174485	0.000418738448271477
AM2 LinJ.31 pseudodiploid	tajima_d	1050001	468	-1.89398382738273	-1.89405	6.61726172712651e-05
AM2 LinJ.31 pseudodiploid	tajima_d	1100001	557	-0.441253101695654	-0.441722	0.000468898304345766
AM2 LinJ.31 pseudodiploid	tajima_d	1150001	400	-1.78880342495459	-1.82697	0.0381665750454101
AM2 LinJ.31 pseudodiploid	tajima_d	1200001	524	-1.36311947567341	-1.36476	0.0016405243265909
AM2 LinJ.31 pseudodiploid	tajima_d	1250001	583	-1.94217322469034	-1.94325	0.00107677530965899
AM2 LinJ.31 pseudodiploid	tajima_d	1300001	435	-0.437771578768279	-0.438507	0.000735421231721045
AM2 LinJ.31 pseudodiploid	tajima_d	1350001	417	-1.24605359701651	-1.24646	0.000406402983485599
AM2 LinJ.31 pseudodiploid	tajima_d	1400001	432	-0.576091653468271	-0.576389	0.00029734653172897
AM2 LinJ.31 pseudodiploid	tajima_d	1450001	413	-1.82887087362938	-1.82964	0.000769126370617323
AM2 LinJ.31 pseudodiploid	tajima_d	1500001	194	-1.27789446260471	-1.27797	7.55373952863181e-05
AM9 LinJ.31 pseudodiploid	tajima_d	1	534	0.901618138544393	0.854203	0.0474151385443932
AM9 LinJ.31 pseudodiploid	tajima_d	50001	548	-0.168551174975718	-0.175437	0.00688582502428195
AM9 LinJ.31 pseudodiploid	tajima_d	100001	556	-1.04406542652872	-1.04819	0.00412457347128159
AM9 LinJ.31 pseudodiploid	tajima_d	150001	567	-1.6817792647895	-1.68802	0.00624073521050228
AM9 LinJ.31 pseudodiploid	tajima_d	250001	452	-1.20203376758777	-1.20405	0.00201623241222748
AM9 LinJ.31 pseudodiploid	tajima_d	300001	523	-0.779270296606486	-0.79083	0.0115597033935141
AM9 LinJ.31 pseudodiploid	tajima_d	350001	258	-0.416792435153959	-0.418456	0.00166356484604124
AM9 LinJ.31 pseudodiploid	tajima_d	400001	433	-1.16997310045363	-1.17318	0.00320689954636566
AM9 LinJ.31 pseudodiploid	tajima_d	450001	362	-0.977709862444995	-0.987541	0.00983113755500542
AM9 LinJ.31 pseudodiploid	tajima_d	500001	391	-1.17108701398297	-1.18482	0.0137329860170288
AM9 LinJ.31 pseudodiploid	tajima_d	550001	379	-0.391752527858557	-0.40611	0.0143574721414431
AM9 LinJ.31 pseudodiploid	tajima_d	600001	458	-0.430459207249125	-0.449916	0.0194567927508748
AM9 LinJ.31 pseudodiploid	tajima_d	650001	135	-0.279408050395001	-0.287055	0.00764694960499879
AM9 LinJ.31 pseudodiploid	tajima_d	700001	343	-0.951877775784836	-0.962073	0.0101952242151642
AM9 LinJ.31 pseudodiploid	tajima_d	750001	402	-1.12117822065949	-1.12917	0.0079917793405142
AM9 LinJ.31 pseudodiploid	tajima_d	800001	388	-1.22142925494211	-1.2335	0.0120707450578872
AM9 LinJ.31 pseudodiploid	tajima_d	850001	407	-0.980027722635931	-0.983347	0.0033192773640689
AM9 LinJ.31 pseudodiploid	tajima_d	900001	411	0.0577587277025807	0.0314851	0.0262736277025807
AM9 LinJ.31 pseudodiploid	tajima_d	950001	332	0.341964260563722	0.311894	0.0300702605637224
AM9 LinJ.31 pseudodiploid	tajima_d	1000001	535	-1.0549542924801	-1.06126	0.00630570751989823
AM9 LinJ.31 pseudodiploid	tajima_d	1050001	468	-0.702051676903015	-0.715722	0.0136703230969851
AM9 LinJ.31 pseudodiploid	tajima_d	1100001	557	-1.14276575900302	-1.14658	0.00381424099698324
AM9 LinJ.31 pseudodiploid	tajima_d	1150001	400	0.126184334681875	0.0308922	0.0952921346818748
AM9 LinJ.31 pseudodiploid	tajima_d	1200001	524	-0.695183768559241	-0.702078	0.00689423144075862
AM9 LinJ.31 pseudodiploid	tajima_d	1250001	583	-0.686377624479873	-0.694448	0.00807037552012657
AM9 LinJ.31 pseudodiploid	tajima_d	1300001	435	-1.13196026861919	-1.13685	0.00488973138080739
AM9 LinJ.31 pseudodiploid	tajima_d	1350001	417	-1.69214079857463	-1.69906	0.00691920142536895
AM9 LinJ.31 pseudodiploid	tajima_d	1400001	432	-0.537947973282339	-0.538812	0.000864026717661281
AM9 LinJ.31 pseudodiploid	tajima_d	1450001	413	-0.622895008473126	-0.623696	0.00080099152687374
AM9 LinJ.31 pseudodiploid	tajima_d	1500001	194	-1.27587017809054	-1.27814	0.00226982190945635
AM2-AM9 LinJ.31 pseudodiploid	fst	1	534	0.0367503785797376	0.0776268	-0.0408764214202624
AM2-AM9 LinJ.31 pseudodiploid	fst	50001	548	0.0345731838595152	0.0705536	-0.0359804161404848
AM2-AM9 LinJ.31 pseudodiploid	fst	100001	556	0.10227989607255	0.121113	-0.0188331039274502
AM2-AM9 LinJ.31 pseudodiploid	fst	150001	567	0	0.0628674	-0.0628674
AM2-AM9 LinJ.31 pseudodiploid	fst	250001	452	0.00954728500916975	0.0287704	-0.0192231149908303
AM2-AM9 LinJ.31 pseudodiploid	fst	400001	433	0.131486530297809	0.138391	-0.00690446970219141
AM2-AM9 LinJ.31 pseudodiploid	fst	450001	362	0.0431513071114848	0.0549586	-0.0118072928885152
AM2-AM9 LinJ.31 pseudodiploid	fst	500001	391	0.0325850229879217	0.0843573	-0.0517722770120783
AM2-AM9 LinJ.31 pseudodiploid	fst	550001	379	0.0327473439732537	0.0915365	-0.0587891560267464
AM2-AM9 LinJ.31 pseudodiploid	fst	700001	343	0.0301253939224878	0.0840504	-0.0539250060775122
AM2-AM9 LinJ.31 pseudodiploid	fst	750001	402	0.0201439079067023	0.0965793	-0.0764353920932977
AM2-AM9 LinJ.31 pseudodiploid	fst	800001	388	0.00461638593995059	0.066324	-0.0617076140600494
AM2-AM9 LinJ.31 pseudodiploid	fst	850001	407	0.0530594762892377	0.0631909	-0.0101314237107622
AM2-AM9 LinJ.31 pseudodiploid	fst	950001	332	0.0551556287407489	0.147533	-0.0923773712592511
AM2-AM9 LinJ.31 pseudodiploid	fst	1000001	535	0.106626067732551	0.122931	-0.0163049322674491
AM2-AM9 LinJ.31 pseudodiploid	fst	1050001	468	0.0202954076993162	0.072612	-0.0523165923006838
AM2-AM9 LinJ.31 pseudodiploid	fst	1150001	400	0.042783200709731	0.0935624	-0.050779199290269
AM2-AM9 LinJ.31 pseudodiploid	fst	1200001	524	0.0374501057967534	0.0532566	-0.0158064942032466
AM2-AM9 LinJ.31 pseudodiploid	fst	1250001	583	0.0258941811588409	0.0806316	-0.0547374188411591
AM2-AM9 LinJ.31 pseudodiploid	fst	1300001	435	0.117570672544472	0.104371	0.0131996725444717
AM2-AM9 LinJ.31 pseudodiploid	fst	1350001	417	0.0292073073550097	0.0682804	-0.0390730926449903
